date,count,shift1,rain,dust,temp,holiday,user,week,predict
2017-06-17,19353,19954.0,0.0,54.56410256410256,24.2,0.0,2534,5,20486.173828125
2017-06-18,18441,19353.0,0.0,46.410256410256395,24.3,0.0,2406,6,19031.923828125
2017-06-19,20591,18441.0,0.0,55.74358974358975,24.8,0.0,1761,0,21374.517578125
2017-06-20,19798,20591.0,0.0,55.92307692307693,26.0,0.0,1799,1,22772.80859375
2017-06-21,21198,19798.0,0.0,60.948717948717956,25.4,0.0,1794,2,18922.734375
2017-06-22,21526,21198.0,0.0,40.56410256410256,25.3,0.0,1787,3,23249.4140625
2017-06-23,20590,21526.0,0.0,46.43589743589744,26.7,0.0,1760,4,22348.919921875
2017-06-24,11639,20590.0,3.5,45.20512820512821,24.5,0.0,1441,5,13406.0107421875
2017-06-25,12602,11639.0,1.5,38.846153846153854,23.8,0.0,1477,6,12746.962890625
2017-06-26,10458,12602.0,29.0,29.743589743589745,23.1,0.0,843,0,9180.75390625
2017-06-27,19419,10458.0,0.0,33.153846153846146,25.2,0.0,1324,1,19584.150390625
2017-06-28,21105,19419.0,0.0,50.30769230769231,26.0,0.0,1500,2,19949.705078125
2017-06-29,20856,21105.0,0.0,53.51282051282051,26.2,0.0,1485,3,21405.61328125
2017-06-30,20619,20856.0,0.0,57.282051282051285,25.9,0.0,1442,4,20710.837890625
2017-07-01,13859,20619.0,0.5,46.20512820512821,25.3,0.0,1506,5,16629.0
2017-07-02,3885,13859.0,92.0,27.66666666666667,24.3,0.0,513,6,5900.93896484375
2017-07-03,10190,3885.0,67.5,25.86842105263158,24.7,0.0,641,0,6831.2197265625
2017-07-04,18347,10190.0,0.5,37.76315789473684,26.7,0.0,1459,1,24811.912109375
2017-07-05,5222,18347.0,0.0,43.92105263157895,27.4,0.0,380,2,7148.67919921875
2017-07-06,9,5222.0,34.0,53.48717948717949,27.6,0.0,38,3,-165.91429138183594
2017-07-07,3245,9.0,16.5,25.102564102564106,26.4,0.0,484,4,6094.154296875
2017-07-08,9610,3245.0,4.5,28.820512820512814,26.0,0.0,745,5,6130.70068359375
2017-07-09,6475,9610.0,32.5,28.89743589743589,26.3,0.0,655,6,7531.5546875
2017-07-10,1199,6475.0,144.5,15.871794871794872,24.0,0.0,255,0,4610.0009765625
2017-07-11,16142,1199.0,1.0,43.384615384615394,26.0,0.0,1001,1,13583.826171875
2017-07-12,18529,16142.0,0.0,50.589743589743605,27.1,0.0,1007,2,17314.2578125
2017-07-13,18236,18529.0,0.0,54.71794871794872,27.6,0.0,1006,3,18151.7734375
2017-07-14,17158,18236.0,0.0,52.641025641025635,28.7,0.0,912,4,18091.62890625
2017-07-15,5399,17158.0,42.5,23.179487179487186,25.0,0.0,423,5,5166.86669921875
2017-07-16,13269,5399.0,22.5,19.871794871794872,26.2,0.0,1184,6,15135.9111328125
2017-07-17,16632,13269.0,7.5,25.71794871794872,26.8,1.0,1108,0,15775.7470703125
2017-07-18,16138,16632.0,2.5,29.92307692307693,26.5,0.0,905,1,15647.9150390625
2017-07-19,18383,16138.0,0.0,42.333333333333336,28.3,0.0,1056,2,17146.951171875
2017-07-20,17612,18383.0,0.0,56.56410256410256,29.9,0.0,1024,3,18014.62890625
2017-07-21,16815,17612.0,0.0,64.69230769230771,29.8,0.0,826,4,15920.8974609375
2017-07-22,10712,16815.0,0.5,61.35897435897437,29.3,0.0,753,5,12393.4140625
2017-07-23,8298,10712.0,133.5,53.46153846153846,27.0,0.0,627,6,10676.646484375
2017-07-24,14039,8298.0,3.0,38.230769230769226,26.2,0.0,810,0,13406.1328125
2017-07-25,17854,14039.0,0.0,30.41025641025641,29.4,0.0,949,1,17454.763671875
2017-07-26,19010,17854.0,0.0,21.794871794871803,28.7,0.0,1066,2,18327.80859375
2017-07-27,16732,19010.0,3.5,32.384615384615394,27.1,0.0,940,3,16447.205078125
2017-07-28,10194,16732.0,8.5,33.333333333333336,25.5,0.0,560,4,11689.1123046875
2017-07-29,17140,10194.0,0.0,18.487179487179485,27.2,0.0,1530,5,17462.095703125
2017-07-30,16187,17140.0,0.0,25.07692307692308,27.9,0.0,1561,6,16673.185546875
2017-07-31,12144,16187.0,3.5,24.871794871794872,25.7,0.0,797,0,13450.0732421875
2017-08-01,18392,12144.0,2.0,25.487179487179485,28.6,0.0,1123,1,18798.966796875
2017-08-02,17672,18392.0,0.0,40.0,30.0,0.0,995,2,16457.359375
2017-08-03,18168,17672.0,0.0,28.153846153846153,30.2,0.0,989,3,18214.083984375
2017-08-04,17444,18168.0,0.0,30.35897435897436,30.3,0.0,952,4,18476.57421875
2017-08-05,13103,17444.0,0.0,34.7948717948718,31.4,0.0,902,5,14373.3046875
2017-08-06,12510,13103.0,5.0,28.63157894736842,29.8,0.0,987,6,12585.4189453125
2017-08-07,18359,12510.0,0.0,36.615384615384606,29.2,0.0,998,0,17006.900390625
2017-08-08,20578,18359.0,0.0,46.051282051282044,28.2,0.0,1332,1,21935.79296875
2017-08-09,19509,20578.0,2.5,37.282051282051285,27.6,0.0,1092,2,17781.67578125
2017-08-10,6701,19509.0,5.5,10.333333333333334,24.8,0.0,456,3,12596.6708984375
2017-08-11,17577,6701.0,0.5,13.461538461538465,27.0,0.0,953,4,15440.14453125
2017-08-12,18542,17577.0,0.0,13.205128205128204,27.8,0.0,1592,5,19538.0390625
2017-08-13,18907,18542.0,0.0,11.948717948717947,26.3,0.0,2072,6,19391.904296875
2017-08-14,12150,18907.0,1.5,11.589743589743593,24.6,0.0,946,0,16411.333984375
2017-08-15,2457,12150.0,93.5,8.128205128205128,21.9,1.0,865,1,6559.1416015625
2017-08-16,17325,2457.0,2.0,9.76923076923077,23.3,0.0,1011,2,16194.7080078125
2017-08-17,18670,17325.0,0.5,14.538461538461535,24.8,0.0,1032,3,18490.859375
2017-08-18,20851,18670.0,0.0,30.43589743589743,26.3,0.0,1257,4,20557.685546875
2017-08-19,18744,20851.0,0.0,28.56410256410257,26.1,0.0,1711,5,19611.517578125
2017-08-20,1961,18744.0,124.5,12.153846153846152,23.2,0.0,309,6,3648.501953125
2017-08-21,18669,1961.0,5.0,16.28205128205128,25.8,0.0,1073,0,19608.7109375
