가입일자,사용자코드,연령대코드,성별,가입 수
2020-06-08,회원-내국인,AGE_006,M,31
2020-06-08,회원-내국인,AGE_007,F,2
2020-06-08,회원-내국인,AGE_007,M,4
2020-06-08,회원-내국인,AGE_008,,32
2020-06-09,회원-내국인,AGE_001,F,144
2020-06-09,회원-내국인,AGE_001,M,157
2020-06-09,회원-내국인,AGE_002,F,758
2020-06-09,회원-내국인,AGE_002,M,742
2020-06-09,회원-내국인,AGE_003,F,293
2020-06-09,회원-내국인,AGE_003,M,360
2020-06-09,회원-내국인,AGE_004,F,157
2020-06-09,회원-내국인,AGE_004,M,206
2020-06-09,회원-내국인,AGE_005,F,92
2020-06-09,회원-내국인,AGE_005,M,107
2020-06-09,회원-내국인,AGE_006,F,13
2020-06-09,회원-내국인,AGE_006,M,40
2020-06-09,회원-내국인,AGE_007,F,3
2020-06-09,회원-내국인,AGE_007,M,4
2020-06-09,회원-내국인,AGE_008,,29
2020-06-09,회원-내국인,AGE_008,M,2
2020-06-10,회원-내국인,AGE_001,F,77
2020-06-10,회원-내국인,AGE_001,M,97
2020-06-10,회원-내국인,AGE_002,F,271
2020-06-10,회원-내국인,AGE_002,M,315
2020-06-10,회원-내국인,AGE_003,F,142
2020-06-10,회원-내국인,AGE_003,M,217
2020-06-10,회원-내국인,AGE_004,F,94
2020-06-10,회원-내국인,AGE_004,M,129
2020-06-10,회원-내국인,AGE_005,F,54
2020-06-10,회원-내국인,AGE_005,M,78
2020-06-10,회원-내국인,AGE_006,F,15
2020-06-10,회원-내국인,AGE_006,M,28
2020-06-10,회원-내국인,AGE_007,M,3
2020-06-10,회원-내국인,AGE_008,,29
2020-06-10,회원-내국인,AGE_008,M,2
2020-06-11,회원-내국인,AGE_001,F,139
2020-06-11,회원-내국인,AGE_001,M,130
2020-06-11,회원-내국인,AGE_002,F,626
2020-06-11,회원-내국인,AGE_002,M,600
2020-06-11,회원-내국인,AGE_003,F,234
2020-06-11,회원-내국인,AGE_003,M,333
2020-06-11,회원-내국인,AGE_004,F,131
2020-06-11,회원-내국인,AGE_004,M,179
2020-06-11,회원-내국인,AGE_005,F,95
2020-06-11,회원-내국인,AGE_005,M,94
2020-06-11,회원-내국인,AGE_006,F,17
2020-06-11,회원-내국인,AGE_006,M,23
2020-06-11,회원-내국인,AGE_007,M,5
2020-06-11,회원-내국인,AGE_008,,28
2020-06-11,회원-내국인,AGE_008,F,1
2020-06-12,회원-내국인,AGE_001,F,169
2020-06-12,회원-내국인,AGE_001,M,184
2020-06-12,회원-내국인,AGE_002,F,698
2020-06-12,회원-내국인,AGE_002,M,746
2020-06-12,회원-내국인,AGE_003,F,318
2020-06-12,회원-내국인,AGE_003,M,386
2020-06-12,회원-내국인,AGE_004,F,185
2020-06-12,회원-내국인,AGE_004,M,217
2020-06-12,회원-내국인,AGE_005,F,89
2020-06-12,회원-내국인,AGE_005,M,121
2020-06-12,회원-내국인,AGE_006,F,20
2020-06-12,회원-내국인,AGE_006,M,28
2020-06-12,회원-내국인,AGE_007,F,3
2020-06-12,회원-내국인,AGE_007,M,4
2020-06-12,회원-내국인,AGE_008,,21
2020-06-12,회원-내국인,AGE_008,M,1
2020-06-13,회원-내국인,AGE_001,F,195
2020-06-13,회원-내국인,AGE_001,M,231
2020-06-13,회원-내국인,AGE_002,F,907
2020-06-13,회원-내국인,AGE_002,M,910
2020-06-13,회원-내국인,AGE_003,F,459
2020-06-13,회원-내국인,AGE_003,M,526
2020-06-13,회원-내국인,AGE_004,F,269
2020-06-13,회원-내국인,AGE_004,M,334
2020-06-13,회원-내국인,AGE_005,F,108
2020-06-13,회원-내국인,AGE_005,M,148
2020-06-13,회원-내국인,AGE_006,F,22
2020-06-13,회원-내국인,AGE_006,M,33
2020-06-13,회원-내국인,AGE_007,F,1
2020-06-13,회원-내국인,AGE_007,M,2
2020-06-13,회원-내국인,AGE_008,,32
2020-06-13,회원-내국인,AGE_008,F,1
2020-06-13,회원-내국인,AGE_008,M,1
2020-06-14,회원-내국인,AGE_001,F,191
2020-06-14,회원-내국인,AGE_001,M,202
2020-06-14,회원-내국인,AGE_002,F,1109
2020-06-14,회원-내국인,AGE_002,M,1055
2020-06-14,회원-내국인,AGE_003,F,499
2020-06-14,회원-내국인,AGE_003,M,598
2020-06-14,회원-내국인,AGE_004,F,343
2020-06-14,회원-내국인,AGE_004,M,459
2020-06-14,회원-내국인,AGE_005,F,161
2020-06-14,회원-내국인,AGE_005,M,210
2020-06-14,회원-내국인,AGE_006,F,42
2020-06-14,회원-내국인,AGE_006,M,64
2020-06-14,회원-내국인,AGE_007,F,4
2020-06-14,회원-내국인,AGE_007,M,10
2020-06-14,회원-내국인,AGE_008,,39
2020-06-14,회원-내국인,AGE_008,F,3
2020-06-15,회원-내국인,AGE_001,F,193
2020-06-15,회원-내국인,AGE_001,M,156
2020-06-15,회원-내국인,AGE_002,F,729
2020-06-15,회원-내국인,AGE_002,M,713
2020-06-15,회원-내국인,AGE_003,F,324
2020-06-15,회원-내국인,AGE_003,M,394
2020-06-15,회원-내국인,AGE_004,F,186
2020-06-15,회원-내국인,AGE_004,M,222
2020-06-15,회원-내국인,AGE_005,F,96
2020-06-15,회원-내국인,AGE_005,M,98
2020-06-15,회원-내국인,AGE_006,F,10
2020-06-15,회원-내국인,AGE_006,M,36
2020-06-15,회원-내국인,AGE_007,M,4
2020-06-15,회원-내국인,AGE_008,,32
2020-06-15,회원-내국인,AGE_008,M,2
2020-06-16,회원-내국인,AGE_001,F,208
2020-06-16,회원-내국인,AGE_001,M,152
2020-06-16,회원-내국인,AGE_002,F,715
2020-06-16,회원-내국인,AGE_002,M,678
2020-06-16,회원-내국인,AGE_003,F,294
2020-06-16,회원-내국인,AGE_003,M,348
2020-06-16,회원-내국인,AGE_004,F,174
2020-06-16,회원-내국인,AGE_004,M,197
2020-06-16,회원-내국인,AGE_005,F,96
2020-06-16,회원-내국인,AGE_005,M,125
2020-06-16,회원-내국인,AGE_006,F,18
2020-06-16,회원-내국인,AGE_006,M,26
2020-06-16,회원-내국인,AGE_007,F,1
2020-06-16,회원-내국인,AGE_007,M,5
2020-06-16,회원-내국인,AGE_008,,46
2020-06-16,회원-내국인,AGE_008,M,2
2020-06-17,회원-내국인,AGE_001,F,177
2020-06-17,회원-내국인,AGE_001,M,189
2020-06-17,회원-내국인,AGE_002,F,723
2020-06-17,회원-내국인,AGE_002,M,656
2020-06-17,회원-내국인,AGE_003,F,304
2020-06-17,회원-내국인,AGE_003,M,370
2020-06-17,회원-내국인,AGE_004,F,155
2020-06-17,회원-내국인,AGE_004,M,223
2020-06-17,회원-내국인,AGE_005,F,90
2020-06-17,회원-내국인,AGE_005,M,99
2020-06-17,회원-내국인,AGE_006,F,17
2020-06-17,회원-내국인,AGE_006,M,24
2020-06-17,회원-내국인,AGE_007,F,2
2020-06-17,회원-내국인,AGE_007,M,4
2020-06-17,회원-내국인,AGE_008,,170
2020-06-17,회원-내국인,AGE_008,M,1
2020-06-18,회원-내국인,AGE_001,F,206
2020-06-18,회원-내국인,AGE_001,M,157
2020-06-18,회원-내국인,AGE_002,F,636
2020-06-18,회원-내국인,AGE_002,M,688
2020-06-18,회원-내국인,AGE_003,F,318
2020-06-18,회원-내국인,AGE_003,M,404
2020-06-18,회원-내국인,AGE_004,F,156
2020-06-18,회원-내국인,AGE_004,M,215
2020-06-18,회원-내국인,AGE_005,F,102
2020-06-18,회원-내국인,AGE_005,M,93
2020-06-18,회원-내국인,AGE_006,F,17
2020-06-18,회원-내국인,AGE_006,M,31
2020-06-18,회원-내국인,AGE_007,F,3
2020-06-18,회원-내국인,AGE_007,M,3
2020-06-18,회원-내국인,AGE_008,,320
2020-06-18,회원-내국인,AGE_008,M,1
2020-06-19,회원-내국인,AGE_001,F,230
2020-06-19,회원-내국인,AGE_001,M,230
2020-06-19,회원-내국인,AGE_002,F,814
2020-06-19,회원-내국인,AGE_002,M,729
2020-06-19,회원-내국인,AGE_003,F,337
2020-06-19,회원-내국인,AGE_003,M,425
2020-06-19,회원-내국인,AGE_004,F,210
2020-06-19,회원-내국인,AGE_004,M,260
2020-06-19,회원-내국인,AGE_005,F,75
2020-06-19,회원-내국인,AGE_005,M,126
2020-06-19,회원-내국인,AGE_006,F,22
2020-06-19,회원-내국인,AGE_006,M,34
2020-06-19,회원-내국인,AGE_007,F,2
2020-06-19,회원-내국인,AGE_007,M,1
2020-06-19,회원-내국인,AGE_008,,138
2020-06-19,회원-내국인,AGE_008,M,1
2020-06-20,회원-내국인,AGE_001,F,385
2020-06-20,회원-내국인,AGE_001,M,363
2020-06-20,회원-내국인,AGE_002,F,1277
2020-06-20,회원-내국인,AGE_002,M,1269
2020-06-20,회원-내국인,AGE_003,F,593
2020-06-20,회원-내국인,AGE_003,M,724
2020-06-20,회원-내국인,AGE_004,F,360
2020-06-20,회원-내국인,AGE_004,M,379
2020-06-20,회원-내국인,AGE_005,F,139
2020-06-20,회원-내국인,AGE_005,M,172
2020-06-20,회원-내국인,AGE_006,F,32
2020-06-20,회원-내국인,AGE_006,M,35
2020-06-20,회원-내국인,AGE_007,F,2
2020-06-20,회원-내국인,AGE_007,M,3
2020-06-20,회원-내국인,AGE_008,,134
2020-06-20,회원-내국인,AGE_008,M,4
2020-06-21,회원-내국인,AGE_001,F,283
2020-06-21,회원-내국인,AGE_001,M,299
2020-06-21,회원-내국인,AGE_002,F,1072
2020-06-21,회원-내국인,AGE_002,M,1023
2020-06-21,회원-내국인,AGE_003,F,488
2020-06-21,회원-내국인,AGE_003,M,607
2020-06-21,회원-내국인,AGE_004,F,365
2020-06-21,회원-내국인,AGE_004,M,414
2020-06-21,회원-내국인,AGE_005,F,143
2020-06-21,회원-내국인,AGE_005,M,160
2020-06-21,회원-내국인,AGE_006,F,29
2020-06-21,회원-내국인,AGE_006,M,45
2020-06-21,회원-내국인,AGE_007,F,1
2020-06-21,회원-내국인,AGE_007,M,9
2020-06-21,회원-내국인,AGE_008,,129
2020-06-21,회원-내국인,AGE_008,M,3
2020-06-22,회원-내국인,AGE_001,F,116
2020-06-22,회원-내국인,AGE_001,M,155
2020-06-22,회원-내국인,AGE_002,F,599
2020-06-22,회원-내국인,AGE_002,M,610
2020-06-22,회원-내국인,AGE_003,F,254
2020-06-22,회원-내국인,AGE_003,M,351
2020-06-22,회원-내국인,AGE_004,F,136
2020-06-22,회원-내국인,AGE_004,M,200
2020-06-22,회원-내국인,AGE_005,F,88
2020-06-22,회원-내국인,AGE_005,M,77
2020-06-22,회원-내국인,AGE_006,F,20
2020-06-22,회원-내국인,AGE_006,M,27
2020-06-22,회원-내국인,AGE_007,F,2
2020-06-22,회원-내국인,AGE_007,M,3
2020-06-22,회원-내국인,AGE_008,,146
2020-06-22,회원-내국인,AGE_008,F,2
2020-06-23,회원-내국인,AGE_001,F,131
2020-06-23,회원-내국인,AGE_001,M,148
2020-06-23,회원-내국인,AGE_002,F,532
2020-06-23,회원-내국인,AGE_002,M,537
2020-06-23,회원-내국인,AGE_003,F,232
2020-06-23,회원-내국인,AGE_003,M,303
2020-06-23,회원-내국인,AGE_004,F,118
2020-06-23,회원-내국인,AGE_004,M,198
2020-06-23,회원-내국인,AGE_005,F,69
2020-06-23,회원-내국인,AGE_005,M,78
2020-06-23,회원-내국인,AGE_006,F,13
2020-06-23,회원-내국인,AGE_006,M,22
2020-06-23,회원-내국인,AGE_007,M,3
2020-06-23,회원-내국인,AGE_008,,150
2020-06-24,회원-내국인,AGE_001,F,32
2020-06-24,회원-내국인,AGE_001,M,33
2020-06-24,회원-내국인,AGE_002,F,95
2020-06-24,회원-내국인,AGE_002,M,141
2020-06-24,회원-내국인,AGE_003,F,42
2020-06-24,회원-내국인,AGE_003,M,73
2020-06-24,회원-내국인,AGE_004,F,50
2020-06-24,회원-내국인,AGE_004,M,55
2020-06-24,회원-내국인,AGE_005,F,24
2020-06-24,회원-내국인,AGE_005,M,56
2020-06-24,회원-내국인,AGE_006,F,5
2020-06-24,회원-내국인,AGE_006,M,18
2020-06-24,회원-내국인,AGE_007,M,3
2020-06-24,회원-내국인,AGE_008,,744
2020-06-24,회원-내국인,AGE_008,F,1
2020-06-25,회원-내국인,AGE_001,F,43
2020-06-25,회원-내국인,AGE_001,M,55
2020-06-25,회원-내국인,AGE_002,F,172
2020-06-25,회원-내국인,AGE_002,M,169
2020-06-25,회원-내국인,AGE_003,F,101
2020-06-25,회원-내국인,AGE_003,M,126
2020-06-25,회원-내국인,AGE_004,F,57
2020-06-25,회원-내국인,AGE_004,M,82
2020-06-25,회원-내국인,AGE_005,F,36
2020-06-25,회원-내국인,AGE_005,M,59
2020-06-25,회원-내국인,AGE_006,F,6
2020-06-25,회원-내국인,AGE_006,M,28
2020-06-25,회원-내국인,AGE_007,F,1
2020-06-25,회원-내국인,AGE_007,M,1
2020-06-25,회원-내국인,AGE_008,,652
2020-06-25,회원-내국인,AGE_008,M,3
2020-06-26,회원-내국인,AGE_001,F,223
2020-06-26,회원-내국인,AGE_001,M,205
2020-06-26,회원-내국인,AGE_002,F,629
2020-06-26,회원-내국인,AGE_002,M,637
2020-06-26,회원-내국인,AGE_003,F,253
2020-06-26,회원-내국인,AGE_003,M,347
2020-06-26,회원-내국인,AGE_004,F,166
2020-06-26,회원-내국인,AGE_004,M,197
2020-06-26,회원-내국인,AGE_005,F,86
2020-06-26,회원-내국인,AGE_005,M,83
2020-06-26,회원-내국인,AGE_006,F,14
2020-06-26,회원-내국인,AGE_006,M,25
2020-06-26,회원-내국인,AGE_007,F,2
2020-06-26,회원-내국인,AGE_007,M,7
2020-06-26,회원-내국인,AGE_008,,727
2020-06-26,회원-내국인,AGE_008,M,1
2020-06-27,회원-내국인,AGE_001,F,300
2020-06-27,회원-내국인,AGE_001,M,349
2020-06-27,회원-내국인,AGE_002,F,1246
2020-06-27,회원-내국인,AGE_002,M,1234
2020-06-27,회원-내국인,AGE_003,F,513
2020-06-27,회원-내국인,AGE_003,M,646
2020-06-27,회원-내국인,AGE_004,F,324
2020-06-27,회원-내국인,AGE_004,M,392
2020-06-27,회원-내국인,AGE_005,F,142
2020-06-27,회원-내국인,AGE_005,M,155
2020-06-27,회원-내국인,AGE_006,F,27
2020-06-27,회원-내국인,AGE_006,M,34
2020-06-27,회원-내국인,AGE_007,F,5
2020-06-27,회원-내국인,AGE_007,M,6
2020-06-27,회원-내국인,AGE_008,,1673
2020-06-27,회원-내국인,AGE_008,F,2
2020-06-27,회원-내국인,AGE_008,M,1
2020-06-28,회원-내국인,AGE_001,F,298
2020-06-28,회원-내국인,AGE_001,M,319
2020-06-28,회원-내국인,AGE_002,F,1148
2020-06-28,회원-내국인,AGE_002,M,1156
2020-06-28,회원-내국인,AGE_003,F,496
2020-06-28,회원-내국인,AGE_003,M,634
2020-06-28,회원-내국인,AGE_004,F,403
2020-06-28,회원-내국인,AGE_004,M,413
2020-06-28,회원-내국인,AGE_005,F,170
2020-06-28,회원-내국인,AGE_005,M,187
2020-06-28,회원-내국인,AGE_006,F,39
2020-06-28,회원-내국인,AGE_006,M,54
2020-06-28,회원-내국인,AGE_007,F,3
2020-06-28,회원-내국인,AGE_007,M,9
2020-06-28,회원-내국인,AGE_008,,1652
2020-06-28,회원-내국인,AGE_008,M,1
2020-06-29,회원-내국인,AGE_001,F,85
2020-06-29,회원-내국인,AGE_001,M,87
2020-06-29,회원-내국인,AGE_002,F,293
2020-06-29,회원-내국인,AGE_002,M,405
2020-06-29,회원-내국인,AGE_003,F,151
2020-06-29,회원-내국인,AGE_003,M,190
2020-06-29,회원-내국인,AGE_004,F,111
2020-06-29,회원-내국인,AGE_004,M,157
2020-06-29,회원-내국인,AGE_005,F,59
2020-06-29,회원-내국인,AGE_005,M,63
2020-06-29,회원-내국인,AGE_006,F,14
2020-06-29,회원-내국인,AGE_006,M,21
2020-06-29,회원-내국인,AGE_007,F,1
2020-06-29,회원-내국인,AGE_007,M,4
2020-06-29,회원-내국인,AGE_008,,966
2020-06-29,회원-내국인,AGE_008,F,1
2020-06-29,회원-내국인,AGE_008,M,1
2020-06-30,회원-내국인,AGE_001,F,48
2020-06-30,회원-내국인,AGE_001,M,81
2020-06-30,회원-내국인,AGE_002,F,160
2020-06-30,회원-내국인,AGE_002,M,201
2020-06-30,회원-내국인,AGE_003,F,82
2020-06-30,회원-내국인,AGE_003,M,119
2020-06-30,회원-내국인,AGE_004,F,66
2020-06-30,회원-내국인,AGE_004,M,77
2020-06-30,회원-내국인,AGE_005,F,41
2020-06-30,회원-내국인,AGE_005,M,49
2020-06-30,회원-내국인,AGE_006,F,11
2020-06-30,회원-내국인,AGE_006,M,19
2020-06-30,회원-내국인,AGE_007,F,1
2020-06-30,회원-내국인,AGE_007,M,4
2020-06-30,회원-내국인,AGE_008,,1080
2020-06-30,회원-내국인,AGE_008,M,2
